Scheme,       LINK,        FILE
"Jammu and Kashmir bank has launched J&K Bank Sahafat Finance Scheme for journalists in the state of J&K. Subsequently, this special finance scheme will provide easy loan to the journalists. Accordingly, all the journalists can purchase several necessary things like cameras, laptops, books etc. J&K Bank has launched this scheme in order to provide financial assistance to the journalists which will strengthen the democracy.
This provision of giving easy loans to the media persons will result in people adopting for journalism as a full time profession. In addition to this, this scheme will also recognize media as a viable sector.
J&K bank launches this scheme keeping in mind the hard work of the journalists who even risk their life for covering any news. This scheme will benefit them to a great extent.",https://www.jkbank.com/loans/personal/sahafatFinanceScheme.php,https://drive.google.com/file/d/1e3uVHlw4iVuuDRuslsl_ytHIykLpExjp/view?usp=sharing
"Power for All– Jammu and Kashmir govt. has launched Sahaj Bijli Har Ghar Yojana (Saubhagya Scheme) across the state. Subsequently, this scheme will provide free electricity connections to all the poor citizens of the state. Central govt. has already launched this scheme in the country to provide electricity to around 4 crore rural households across the country till December 2018. Accordingly, Jammu & Kashmir state govt. decides to launch this scheme to provide electricity connections.
The state govt. will provide these electricity connections at just Rs 500 which are to be paid in 10 installments in bill. This scheme is basically to empower poor and economically weaker sections of the society. Henceforth, all the rural households whose names appears in the SECC-2011 data can avail these connections.
Details of J&K Sahaj Bijli Har Ghar Yojana",https://imp.center/gov/sahaj-bijli-har-ghar-yojana-saubhagya-scheme-launched-jammu-kashmir/,https://drive.google.com/file/d/1tsF0o--_H9pan3uSYF2elvt1Flo8j8i3/view?usp=sharing
"Jammu and Kashmir government has announced the launch of All Terrain Bike (ATB) programme after the ‘Scooty’ scheme for girls. The scheme is for meritorious boys of lower economic strata. Chief Minister Mehbooba Mufti, announced the launch of All Terrain Bike (ATB) scheme for meritorious boys on the pattern of Scooty Scheme for the girl students.
The ATB scheme was announced during an event held at Women’s Degree College in Baramulla where Chief Minister handed over keys of subsidized Scooties to 150 girl students. Under the All Terrain Bike scheme, the state government would provide high-end cycles (All Terrain Bikes) to boys students of 10th standard in a government school.
The 90% of the cost of the motor cycle would be funded by the state government while only 10% would be paid by the students. ",https://imp.center/gov/all-terrain-bike-atb-cycle-scheme-for-meritorious-boys-in-jk/,https://drive.google.com/file/d/15X3-89KHPGMP-QNAcAaqIs8yHxe0Dzy7/view?usp=sharing
"UJALA, a central government scheme for distribution of LED bulbs at subsidized rates has been launched in the state of Jammu & Kashmir. The scheme launch was marked by Jammu and Kashmir Chief Minister Mehbooba Mufti on Sunday by distributing the LED bulbs among the people.
Under the UJALA scheme in J&K, consumers can purchase upto 5 LED bulbs at a rate of Rs. 20 each bulb by showing their electricity bill or the identity cards. If the consumers want to purchase more than 5 bulbs, charges will be Rs. 95 per bulb.
The scheme is expected to bring the electricity bill down for the consumers and saves the electricity for the state & for the nation as well.","https://sarkariyojana.com/ujala-scheme-led-bulb-tubelight-fan-csc-digital-seva-portal/#:~:text=UJALA%2C%20a%20central%20government%20scheme,LED%20bulbs%20among%20the%20people.",https://drive.google.com/file/d/1enZGY8zDk3ZxRVfYb67khrX8EDR1Fl6N/view?usp=sharing
"Mufti Mohammad Sayeed Food Entitlement Scheme (MMSFES) is a food and supplement security scheme launched by Chief Minister, Mehbooba Mufti. The scheme has been launched to ensure the safety of food under targeted public distribution system. The scheme is named after the former Chief Minister Mufti Mohammad Sayeed.
The decision to launch the scheme was taken by the State Cabinet headed by Ms. Mehbooba on 11 April 2016. Through MMSFES, a proper public distribution system will be used to provide guaranteed food to the people belonging to the underprivileged sections of the society.
Who will get the Benefits of MMSFES
The families who have 1 to 6 member falling under Priority Households (PHH) and Non-Priority Households (NPHH) will get the additional food-grain of 5 kilograms per member per ration card apart from NFSA entitlement. The scheme is not meant for the AAY beneficiaries who are otherwise entitled to receive 35 kilograms ration irrespective of the family size.",http://www.jkfcsca.gov.in/pdf/orders/MMSFES%20BOOK.pdf,https://drive.google.com/file/d/184zEii44oG-jXcc2vexQ1ZjGqT7JnHdm/view?usp=sharing
"Jammu and Kashmir Government is all set to launch a new scheme named “Mufti Mohammad Sayeed Food Entitlement (MMSFE)” from July 2016. Under the scheme, additional 5 kg ration to per soul per month will be provided in addition to his entitlement under NFSA.
The scheme will protect the interest of the families having up to 6 members. According to the minister for CAPD, Ch. Zulfkar Ali, the scheme will benefit 81 lakh population of the State with an extra burden of Rs. 358 crore per annum.
Under the National Flood Security Act-2013, which was implemented in the state from February 2016, each soul is entitled to get 5 kg ration per month. With the new MMSFE scheme, the ration quantity will go up by 100% to 10 Kg per soul per month.",https://www.greaterkashmir.com/news/kashmir/govt-rolls-out-mufti-mohammad-sayeed-food-entitlement-scheme/,https://drive.google.com/file/d/1dKAVfPQhkxLC0by8Kj9kVvde4lNPx88S/view?usp=sharing
"PMSSS Registration 2018-19 for J&K StudentsPMSSS 2018-19 – Details of ScholarshipPMSSS 2018-19 Eligibility CriteriaAICTE JK Scholarship Latest NewsReferences
As per the official AICTE JK Scholarship Latest News, PMSSS Registration 2018-19 for J&K Students has now started from 10 April 2018. There are 5000 aicte scholarship available for students under pmsss 2018-19. Interested and eligible students of 10+2 and diploma holders can apply for Prime Minister’s Special Scholarship Scheme. Students of J&K can make pmsss 2018 registration at official website aicte-jk-scholarship-gov.in
PMSSS 2018-19 will help in capacity building to enable, educate and empower the youths of Jammu and Kashmir. PMSSS Online registrations for class 12th has been started on 10 April 2018 and last date to apply is 9 May 2018. Moreover, the lateral entry admission of diploma holders will start from 17 April 2018 and last date is 16 May 2018.
Latest Update – The last date to fill the PMSSS Scholarship Application Form is now extended to 21 May 2018 for 10+2 students. Moreover, the last date for Diploma Passed Students (Lateral Entry Admission for 2nd year) is now extended till 25 May 2018.",https://aicte-jk-scholarship-gov.in/,https://drive.google.com/file/d/1cT0ABRVHwaa7Eq9oYiFj0MZ2Jm7w_8i7/view?usp=sharing
"BPL List (Till 2020-2021) Based on (SECC-2011) NREGA Data1. Based On Inclusion & Exclusion in NREGA SchemeState Wise BPL List Download – Find Your NameMGNREGA Convergent Planning ListSECC-2011 Data Summary – Deprivation Households Data
If you are looking to check your name in the BPL list upto 2020-2021 to avail benefits of social welfare schemes such as Pradhan Mantri Awas Yojana (Gramin), PM Ujjwala Yojana (PMUY), PM Sahaj Bijli Har Ghar Yojana (Saubhagya) or any other, you are at the right place. The selection of beneficiaries for may social welfare schemes is done on the basis of BPL households in the state/country.
The inclusion or exclusion of a family in the BPL list is already decided in the Socio-Economic Caste Census-2011 data and the complete state wise list of BPL households can be downloaded from the respective websites of state departments. The BPL list is is must for those who are looking to enroll themselves for availing the benefits of welfare schemes in 2019-2020, especially designed for the BPL families.
The complete state wise list of BPL families / households / candidates can be seen at the official websites of state government departments or in SECC-2011 data. Other than the BPL list, government may decide few other parameters for the selection of beneficiaries for various schemes. It is important to note that there is no proper BPL List 2020-21 which is publicly available, as the list is a part of Socio-Economic Cast Census Data – 2011.",https://nrega.nic.in/.,https://drive.google.com/file/d/15HIN1mRu8ceODnM1L6vmXpc-L_5onjw0/view?usp=sharing
"Pradhan Mantri Awas Yojana 2020 online application forms are being accepted through the official website of PM Awas Yojana at pmaymis.gov.in. The online application process for Pradhan Mantri Awas Yojana is very simple and here we will guide you on how to fill online application forms for Pradhan Mantri Awas Yojana 2019-2020 through pmaymis.gov.in.
The online registration process for PM Awas Yojana is very simple, you just need to make sure that you are entering the correct information. If you are eligible to apply for PMAY, you can follow the below step by step PMAY online application procedure along with screenshots.",,https://drive.google.com/file/d/15zhQ4q8-FH2-Q0YljqzYpWKs5I4pmW-H/view?usp=sharing
"Pradhan Mantri Awas Yojana – Gramin (PMAY-G) has finally been launched by the Prime Minister Shri Narendra Modi in Agra on 20th November 2016. Under the PM Awas Yojana Gramin affordable housing scheme, central government aims to develop 3 Crore homes by the year 2022 in rural areas for poor families including BPL.
PMAY-G is the revamped version of Indira Awas Yojana which was renamed earlier this year with some pro-poor changes in the scheme. Housing units under the PMAY-G scheme are already being offered to the beneficiaries in rural areas across the country. Pradhan Mantri Narendra Modi also handed over the allotment letters to the beneficiaries during the launch event.
The minimum area of home under the new scheme has been increased to 25 Square meter (267 Square foot) from 20 Sq.Mt. in earlier scheme.
",https://sarkariyojana.com/pradhan-mantri-awas-yojana-gramin/,https://drive.google.com/file/d/1nWXwL73fpbqJ9MFK4gx-FtqGyDB-KbpO/view?usp=sharing
"The state government of Himachal Pradesh Government is implementing the Senior Citizen Health Insurance Scheme (SCHIS) in the state. The objective of this insurance scheme is to provide easy access to various health services by providing an insurance cover to all senior citizen (above the age of 60 years).
Under Senior Citizen Health Insurance Scheme (SCHIS), the government will provide top-up coverage of up to Rs. 30,000 per senior citizen in the state. This scheme will cover all senior citizens who are the smart card holders of Rashtriya Swasthya Bima Yojna (RSBY). Moreover, if there are more than 1 senior citizen in a RSBY rolled family, the additional insurance coverage in multiples of Rs. 30,000 per senior citizen will be provided on floater basis.
In other words, if there are two senior citizens in a family then cover of Rs. 60,000 would be accessible on a floater basis to each the senior citizen.","https://himachalwatcher.com/2017/10/09/himachal-implements-senior-citizen-health-insurance-scheme-will-provide-rs-30000-additional-cover/#:~:text=Shimla%3A%20The%20Himachal%20Pradesh%20Government,way%20of%20additional%20insurance%20cover.&text=30%2C%20000%20in%20Trust%2FSociety,mode%2C%20informed%20a%20government%20spokesperson.",https://drive.google.com/file/d/1gCNCudBqStYt33mzkdO5WNlpNDM5ci-Y/view?usp=sharing
"The govt. of Himachal Pradesh has launched “Electronic Health Card Scheme” in the state. The vision of scheme is to provide ‘LIVEWIRE’ that connect patients and their family members with the hospitals for cure of diseases.
Under Universal Immunization Programme (UIP), the state govt. also announced a new scheme that provide free insulin to diabetic patients below 18 years of age in all districts of HP state. After the launching of the scheme Himachal Pradesh has become first state in South East Asia region to do so.
The candidates could download health card app from google app store by searching its name “Health Card HP”. This app provide all facilities and information regarding electronic health card. To install and login on this app, follow the below mentioned procedure.","https://himachalwatcher.com/2017/08/02/himachal-first-state-in-south-east-asia-to-launch-electronic-health-card-scheme-govt/#:~:text=News-,Himachal%20first%20State%20in%20South%20East%20Asia,Electronic%20Health%20Card%20Scheme%3A%20Govt&text=Shimla%20%E2%80%93%20Himachal%20Pradesh%20Health%20Department,the%20Electronic%20Health%20Card%20Scheme.&text=The%20electronic%20card%20titled%20%E2%80%9CThe,on%20the%20Google%20Play%20Store.",https://drive.google.com/file/d/1ajVA2jS16QlJI0L9wYZHG5dmPrRtUD1n/view?usp=sharing
"Unemployment Allowance Scheme 2017Unemployment Allowance Scheme 2017 Application FormsEligibility for Unemployment Allowance Scheme 2017
Himachal Pradesh Government has launched “Unemployment Allowance Scheme 2017” in the state on the occasion of 70th foundation day of Himachal Pradesh. The government along with the Unemployment Allowance Scheme, the government has also decided to reduce the time period for regularization of contract based employees from earlier 5 years to 3 years.
The chief Minister of HP marked the launch of the unemployment allowance scheme by distributing the cheques of Rs. 1000 to ten beneficiaries during the event organized at Chamba. The unemployment allowance scheme was announced by the state government in 2016-17 budget speech.
Unemployment Allowance Scheme 2017
Under the scheme, the state government would provide unemployment allowance of Rs. 1000 per month to every unemployed youth who have passed at least intermediate. Rs. 1500 per month would be provided to such unemployed youth with disability. The Allowance shall be credited to the recipient by RTGS/NEFT/ECS through Banks as mentioned in Application Form, on monthly basis at the cost of the Government.",http://eemis.hp.nic.in/,https://drive.google.com/file/d/1X8yVSOyM_NFqZi8W-EQVl6kjs-d89-zS/view?usp=sharing
"The state government of Himachal Pradesh has started the initiative of providing quality food at very low cost under the scheme named as Rajiv Thali Yojana. Under a similar scheme named as “Amma Canteens”, Tamil Nadu government is providing subsidy on food. But Rajiv Thali Yojana is different from Amma Canteens, through this scheme, the government is providing a thali (Plate of food) with two rotis, a bowl of dal, sabzi and rice at just Rs. 25.
A plan is being introduced by the government to provide food under this scheme at all the bus stands in the state. The idea of introducing the scheme on bus stands was given by transport minister of Himachal Pradesh, G S Bali. Once the scheme is implemented at bus stands, the passengers traveling by Himachal Road Transport Corporation (HRTC) buses, will not face the problems of getting food from overcharging dhabas where buses halted during the journey.
Rajiv Thali Yojana
After the success of Rajiv Thali Yojana, the concerned department is targeting to provide quality food the passengers of Volvo buses. The price of a single thali would be bit higher for Volvo bus passengers. The department is working on the task of identifying the places where the facility could be stated for Volvo buses.
",https://sarkariyojana.com/rajiv-thali-yojana-rs-25-meal-scheme-himachal-pradesh/,https://drive.google.com/file/d/1BVx7eLGmx4O1vQ-brtluyWHKyYXbmT-g/view?usp=sharing
"Himachal Pradesh Government has launched a new scheme for the new industrial startup seeking the exempt of new units from inspection for up to 3 years. The scheme has been launched in order to promote new ideas, products, and processes for commercialization and industry.
State government under the CM startup scheme will provide liberal and financial assistance of up to Rs. 30 Lakh per per incubator organization per year up to a period of three years. Incubator organizations designed to promote growth of start–up units and having physical space, coaching and mentor facilities will be provided these assistance.
Under the scheme, the government would accept self attested certificates for all official purposes in order to ease the whole process for startups. Self attested certificates will help startup units sustain and work without formalities and obstacles.",https://emerginghimachal.hp.gov.in/FAQs,https://drive.google.com/file/d/156fQeH1m9AVqgb4I9evuSJz1cJZDJjfj/view?usp=sharing
"The state government of Himachal Pradesh has announced to build about 12000 houses under the Mukhya Mantri Awas Yojana within the current financial year. The scheme has been started to provide financial assistance for houses to the poor belonging to general category in the state.
Two more schemes named “Indira Awas Yojana” which was recently re-named to Pradhan Mantri Awas Yojana Gramin and Atal Awas Yojana are already running in the state to provide homes to under-privileged families. The state government has set a target to build 1923 affordable homes under the Mukhya Mantri Awas Yojana alone within the current financial year. The government has also increased the financial assistance amount under Atal & Indira Awas Yojana from Rs. 48,500 to Rs. 75,000.
Mukhya Mantri Awas Yojana for BPL Families
The state government is providing a financial assistance of rupees 75,000 under Mukhya Mantri Awas Yojana. Under this scheme the government would financially help 1923 BPL (Below Poverty Line) families belonging to the general category for construction of houses. A budget of rupees 25 crore has been earmarked by HP government for the implementation of Mukhya Mantri Awas Yojana.",https://imp.center/gov/mukhya-mantri-awas-yojana-himachal-pradesh/,https://drive.google.com/file/d/1LUssG7sEERJoPI8Jh4iffOH2wvKh73GT/view?usp=sharing
"Himachal Pradesh Government has approved a new scheme for teachers employed in Government schools. Named as Mukhya Mantri Shikshak Samman Yojana (MMSSY), the scheme is aimed at motivating the teachers for giving 100% results consistently. The scheme was approved by the state cabinet on 10th November 2016.
Mukhya Mantri Shikshak Samman Yojana – Objective
The main objective of Mukhya Mantri Shikshak Samman Yojana is to motivate teachers to give better performance and improve the education level in the state. Scheme would be applicable to all trained graduate teachers (TGT), post graduate teachers (PGT), headmasters and principals.
The scheme has been launched by the state government after being concerned over the poor results of students and falling learning levels.",https://www.sukanyasamriddhiaccountyojana.in/mukhyamantri-shikshak-samman-himachal-pradesh/,https://drive.google.com/file/d/13OLvDAtl2V6Mf_bClkYKPsfYMMctSU_Y/view?usp=sharing
"harkhand govt. is going to start the process of Free LPG Cylinders Refill to beneficiaries of Pradhan Mantri Ujjwala Yojana (PMUY). The state govt. will also start distribution of 12 lakh new LPG connections from 23 August 2019. People would be able to get free refill of their gas cylinders received under the flagship PMUY Scheme. PM Ujjwala Yojana is a flagship scheme of the central govt. to get rid of unclean cooking fuels. 
Various non-communicable diseases such as heart disease, stroke, chronic obstructive pulmonary disease and lung cancer are also prevented through this PMUY scheme. The state govt. has already provided LPG connections to BPL households to ensure universal coverage of cooking gas in the country. Moreover, PMUY Scheme has empowered women and even protects their health. 
So, to ensure that people continue to use LPG gas cylinders given under PMUY scheme, govt. will now provide free LPG gas cylinder refills.",https://www.moneycontrol.com/news/economy/policy/jharkhand-pmuy-beneficiaries-to-get-free-lpg-cylinders-refill-4286551.html,https://drive.google.com/file/d/1Ov3EoyWcJdiVXD8KGlMgo31oXjIts3w_/view?usp=sharing
"Food and Civil Supplies Department of Jharkhand has released the Jharkhand Ration Card List 2019 (District Wise). All the citizens who have made fresh registration for the Ration Card can now check their name in the Eligible List of National Food Security Act (NFSA) / APL beneficiaries. Moreover, candidates whose name does not appears in the Ration Card New List 2019 and wants to apply for name inclusion in new Ration card list (राशन कार्ड सूची) can apply online. Ration Card Jharkhand application form available online at aahar.jharkhand.gov.in. People can also download PDS Jharkhand ration card form PDF in hindi.
Ration Card in Jharkhand is a necessary document for the poor people to take benefits of most government schemes. Accordingly, people can purchase rashan at subsidized rates from Ration Shops located nearby. Jharkhand Ration Card Apply Form PDF is now available for the general citizens of the state.",aahar.jharkhand.gov.in,https://drive.google.com/file/d/1lu7cOHEplGttuB-AxXidHCZNQJ8bEYN3/view?usp=sharing
"CEO Jharkhand Voter List 2020 with Photo PDF Download OnlineVoter ID Card Jharkhand Download – Find Name in Jharkhand Voter List OnlineJharkhand Voter ID Search By Name or EPIC Number
Jharkhand Voter List 2020 | Voter ID Card Jharkhand Download | Jharkhand Voter List with Photo | Voter List Jharkhand 2020 PDF | Jharkhand Voter List Download | Voter ID Search By Name | Jharkhand Voter List Online | Jharkhand Voter List PDF 
Election Commission of India (ECI) had announced Lok Sabha Poll Dates across the country. In the Jharkhand state, voting for 14 lok sabha seats was held in 4th phase (29 April 2019), 5th phase (6 May 2019), 6th phase (12 May 2019) and 7th phase (19 May 2019). Chief Electoral Officer (CEO) has published New Jharkhand Voter List 2020. Here people can perform search by name in the New PDF Electoral Rolls (Voter List with Photo PDF) and download Voter ID Card at http://112.133.209.132/election/.
All the citizens can check their name online in the district wise CEO Jharkhand Voter List with Photo and download Voter ID Card. The updated Jharkhand Voter List PDF are available online where people can find their name in the CEO Jharkhand Voters List 2020 Village wise and can make Voter ID Card Jharkhand Download before casting their vote.",https://www.nvsp.in/,https://drive.google.com/file/d/1E-RQtH_9nUIPBRbFZGBTY8MS71terUCh/view?usp=sharing
"CM Raghubar Das has announced that the state govt. of Jharkhand will start Sahiya Arogya Kunji Yojana 2019-20. This aarogya kunji (medical kit) would be made available in all the villages to ensure proper health care services to all its citizens. Mukhyamantri Raghubar Das will include this arogya kunji for rural areas in the upcoming Jharkhand Budget 2019 – 2020 to be presented on 22 January. 
Jharkhand Sahiya Arogya Kunji Yojana 2019 is going to improve the healthcare facilities in the rural areas. This is a first of its kind initiative across the country in which poor and deprived people of the districts would get benefited.
On 19 January 2019, CM has made this announcement in Chatra at a function for distribution of medical kits and mobile ambulance.
",https://www.graduationcourse.in/jharkhand-sahiya-arogya-kunji-yojana/amp/,https://drive.google.com/file/d/1cU14zScMGprPkp3PsP_5AjaFVHk_1aGE/view?usp=sharing
"Jharkhand Mukhyamantri Sukanya Yojana 2019Mukhya Mantri Sukanya Yojana AmountJharkhand Mukhya Mantri Sukanya Yojana in HindiJharkhand Mukhya Mantri Sukanya Yojana Beneficiary Selection
Jharkhand govt. has launched Mukhyamantri Sukanya Yojana Scheme for girls from 1 January 2019. Under this Mukhya Mantri Sukanya Yojana, all the girls from their birth till the age of 18 years will get protsahan rashi of Rs. 30,000 (Rs. 5,000 at birth) through Direct Benefit Transfer (DBT) mode. In case the girls remain unmarried till 20 years of age, then girls would get an additional Rs. 10,000 assistance.
The primary objective of Mukhya Mantri Sukanya Yojana is to support girls education and this scheme will benefit girls from around 36.57 lakh families. The government, non govt. entities and institutions of panchayati raj should work in coordination so that the social evils in the society could be removed. This encouragement amount is for better nurturing of girl child and to put an end on child marriage. 
With the works of the state government, the maternal mortality rate (MMR) and infant mortality rate (IMR) has been reduced in the previous 4 years, but there is still a long way ahead. So, govt. has decided to launch Mukhya Mantri Sukanya Yojana in the state.",pic.twitter.com/wHAe4uKkCu,https://drive.google.com/file/d/1zUweQ3jmXT-3VhuWtC6BxRbT_Kp3Bkfj/view?usp=sharing
"Jharkhand govt. is going to launch Mukhyamantri Krishi Aashirwad Yojana 2019 – 2020 for farmers. Under this investment support scheme, govt. will provide financial assistance of Rs. 5,000 per acre for kharif crops every year. This Mukhyamantri Krishi Ashirwad Yojana 2019 in Jharkhand is going to benefit around 22 lakh 76 thousand small and marginal farmers in the state.
In order to successfully implement Jharkhand Mukhyamantri Krishi Aashirwad Yojana, govt. will spend Rs. 2,250 crore. The main focus of this Mukhyamantri Krishi Ashirwad Scheme 2019-20 is to raise the agricultural production, eliminate agarian crisis and to overcome farmers distress.
It is essential to note that only those small and marginal farmers whose total land holding is less than 5 acres can avail the scheme benefits. This scheme will realize the PM Modi’s vision of Doubling Farmers Income by 2022.",pic.twitter.com/64rpkPlz8J,https://drive.google.com/file/d/1V1Kxz_3NjuCOVrlQzVlHsEbQ-kcRZMR-/view?usp=sharing
"Jharkhand govt. is going to raise the assistance under the Old Age Pension, Widow (Vidhwa) Pension and Viklang (Divyangjan) Pension Scheme from Rs. 600 to Rs. 1000 per month. This increment would be announced in the upcoming state budget for the FY 2019-20. The state govt. wants that the entire 3.25 crore population of the Jharkhand must not suffer from lack of money and their lives could be changed. 
The overall development of the the state only comes with people’s participation. The state govt. wants to get rid of the poverty through power of people, government policies and intent for development. 
For upliftment of citizens, govt. has also started various schemes for the welfare of people. Now, govt. has raised the social security benefits for poor citizens.",https://sarkariyojana.com/jharkhand-old-age-widow-viklang-pension-raised-rs-1000/,https://drive.google.com/file/d/1el_jO8m-EKJkFxxCjieYFZa2YXryuaRJ/view?usp=sharing
"Jharkhand govt. has announced to provide Interest Free Farm Loans at zero percent interest rate to farmers. The state govt. is going to bear the entire interest of upto 1 year. The only condition is that the farmers must pay back the loan in 1 year. This announcement was made by the Mukhyamantri at Global Agriculture and Food Summit 2018 in Ranchi, Jharkhand.
CM also said that 50% subsidy would be given in the dairy sector to promote white revolution in the state. So, women must form SHGs and start dairy farming. Farmers must not depend on agriculture alone rather they should divide farming into 3 parts – cultivation, cattle rearing for dairy and solar farming on barren land. 
These measures could raise the income of the farmers to upto 4 times. Moreover by the month of May 2019, a separate feeder line would be created for farmers.",pic.twitter.com/sJ1O7U2eh9,https://drive.google.com/file/d/1TBTdbrcXtm85DZMBADJLOfBtCQx4dLl0/view?usp=sharing
"Jharkhand govt. has approved the Paddy Procurement Scheme (धान अधिप्राप्ति योजना) for farmers on 27 November 2018. This scheme aims to purchase dhaan from farmers at Rs. 1750 per quintal which is also the minimum support price (MSP) fixed by the central government. This decision was taken in the cabinet meeting presided over by CM Raghubar Das. 
The state govt. is also considering to continue bonus to farmers for the current financial year. The procurement under Dhaan Adhiprapti Yojana will start from 1st December 2018 to 31 March 2019. To procure paddy, certain changes have been made in the Food Corporation of India (FCI) model. 
At each paddy procurement center, one government officer, one PACS officer and one operator cum account would remain present to provide procurement information to the government.",https://imp.center/gov/jharkhand-paddy-procurement-scheme-dhaan-msp-farmers/,https://drive.google.com/file/d/1hmMeOuzbgh9k3bGRY27E6rxfEUGGjTkH/view?usp=sharing
"Jharkhand cabinet decided to provide Rs. 1 lakh assistance to students of scheduled caste (SC) and scheduled tribes (ST) on clearing civil service preliminary exam conducted by union public service commission (UPSC). This financial assistance under Jharkhand SC / ST Civil Seva Protsahan Yojana will enable “Mahadalit” students to prepare for the mains of civil service examination conducted by UPSC. 
Jharkhand SC / ST Civil Seva Protsahan Yojana will help the students from economically weaker sections to focus on their education without worrying about expenses. The state govt. is going to make payment of this amount / grant in a single installment and this money will get transferred directly into the bank accounts of students.
This scheme to provide assistance to SC / ST students has been launched by the Jharkhand govt. and will remain in effect from 1 August 2018.",https://cscportal.in/jharkhand-sc-st-civil-seva-protsahan-yojana/,https://drive.google.com/file/d/1XFM33op48udns4ZeODsdU6SbUvNJcxrY/view?usp=sharing
"Jharkhand govt. has decided to launch a new Free Mobile Phone Scheme to provide smartphones to 28 lakh farmers as Diwali gift. This scheme will enable farmers to get connected to the e-NAM portal and directly sell their produce. This free smartphone scheme in Jharkhand will realize the PM’s vision of Digital India.
CM said that the farmers must accept invitation of the state govt. and must become the brand ambassador of Agriculture and Food Summit going to organized on 29 & 30th November 2018. The primary objective of this summit is the overall development of farmers and as a whole of the agricultural sector.
These smartphones will enable transfer of technology within the farmers and the state govt. will implement this free mobile phone scheme in Jharkhand following the lines of other state’s free smartphone scheme.
",https://sarkariyojana.com/free-mobile-phone-scheme-jharkhand-smartphone-yojana/,https://drive.google.com/file/d/1YXD0EB5be7lNt7HmCk6whLhEvk5gtJWc/view?usp=sharing
"Jharkhand Mukhyamantri Kanyadan Yojna Form PDF DownloadJharkhand Mukhyamantri Kanyadan Yojana Eligibility CriteriaList of Documents Required For Jharkhand Mukhyamantri Kanyadan Yojna 2018
Jharkhand government is inviting application forms for Mukyamantri Kanyadan Yojana to provide assistance for marriage of their daughter. Interested and eligible people from poor families who wants to avail financial assistance of Rs. 30,000 can download Mukhyamantri Kanyadan Yojna application form in PDF format. This kanya vivah sahayata scheme has been specifically designed in order to reduce the financial burden on the poor father in case of their daughter’s marriage. 
Under Mukhyamantri Kanyadan Yojna, the state govt. will support poor people in their daughter’s marriage who cannot afford the cost of marriage. Jharkhand govt. is going to provide assistance of Rs. 30,000 to each girl beneficiaries so that the condition of the girls in the state gets improved. This assistance is given as a help and beneficiaries does not need to repay this amount to the state government.
All the needy and eligible people of the state can download Mukhyamantri Kanyadan yojana form Jharkhand and apply for this scheme.",https://yojanapandit.com/jharkhand-mukhyamantri-kanyadan-yojana-application-form-2021/,https://drive.google.com/file/d/18ijOBoT8AlVHycStP4pYil-xCREEeHSI/view?usp=sharing
"Jharkhand govt. has launched Mukhyamantri Annapurna Yojana to provide meals to poor people. Under this CM Annapoorna Yojana, the state govt. will provide fresh and full tummy meals to hungry people in just Rs. 10. In first phase, govt. will start this pilot project in Ranchi, Dumka, Jamshedpur, Dhanbad, Bokaro and Palamu. 
The state govt. has given various gifts to the labourers and safai karamcharis (cleaners) on the occasion of PM Narendra Modi’s Birthday. Govt. will provide 3 to 5 days training to cleaners to bring them into category of skilled labourers. Now all such cleaner workers will would get Rs. 7053 assistance p.m instead of Rs. 6612 p.m. 
All the workers in cleaning occupation will get bicycles and their children in 9th to 12th class will get scholarship for studies. ",https://sarkariyojana.com/guruji-kitchen-scheme-jharkhand/,https://drive.google.com/file/d/1keDfhqmKSPJMjmIeWUVyiRVv_TgO1EWN/view?usp=sharing
"Jharkhand cabinet has approved to merge Mukhyamantri Swasthya Bima Yojana (MSBY) & Ayushman Bharat Yojana. Now a new Hybrid Scheme made of the combination of Pradhan Mantri Jan Arogya Abhiyan and MSBY will be rolled out in Jharkhand. Under this hybrid scheme (PMRSSM + MSBY), health insurance benefit of Rs. 5 lakh will be provided to beneficiaries by the govt. Health Insurance providers (upto Rs. 1 Lakh) and implementation support agency (upto Rs. 5 lakhs). 
Latest Update – Check Ayushman Bharat Hospital List Jharkhand to find empanelled hospitals in the state or any district.
Pradhan Mantri Jan Arogya Yojana (PMJAY) ","https://imp.center/gov/jharkhand-ayushman-bharat-yojana-msby-merge-health-insurance/#:~:text=Jharkhand%20Ayushman%20Bharat%20Yojana%20%26%20MSBY%20to%20Merge%20%E2%80%93%20Health%20Insurance%20Hybrid%20Model,-2&text=Jharkhand%20cabinet%20has%20approved%20to,be%20rolled%20out%20in%20Jharkhand.",https://drive.google.com/file/d/1mTYN0TDgUcDN0RPJK2L9GZ4ZOOe3ZtvR/view?usp=sharing
